NewDateTime,Ave_Flot_Air_Flow,Ave_Flot_Level,% Iron Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,% Silica Concentrate
4/27/2017 19:00,299.7847963,465.945313,59.74,2215.700944,546.6189778,398.9454444,9.981937056,1.742862389,2.18
4/27/2017 20:00,299.7980204,467.1952241,59.74,2017.050231,551.5674222,399.3567833,9.654500167,1.750357444,1.17
4/27/2017 21:00,299.9241602,466.8532537,59.74,2018.518519,534.2848167,399.6333111,9.397543444,1.727759167,3.32
4/27/2017 22:00,300.0306963,466.8325537,59.74,2186.970028,522.7309222,400.7121833,9.690241889,1.740144222,1.27
4/27/2017 23:00,299.7831296,467.5270556,59.74,1731.720483,478.112,399.1703944,9.771061889,1.678086333,1.12
4/28/2017 0:00,300.2514472,467.8823722,59.74,2152.843056,469.0239889,399.6861556,9.487450889,1.666285889,1.72
4/28/2017 1:00,300.1347704,465.9363593,53.01,2126.382456,510.3237333,400.2956389,9.433396222,1.724783833,2.52
4/28/2017 2:00,299.7261778,468.7404519,53.01,2039.120824,518.6153444,400.0336944,9.665202333,1.745232389,2.973336414
4/28/2017 3:00,299.8483389,501.5658694,53.01,1891.935083,533.9604833,399.1307444,9.550042556,1.728405222,3.875
4/28/2017 4:00,299.8653963,469.1086981,53.01,2094.208667,548.8290889,399.9486722,9.593656667,1.748869556,4.776663586
4/28/2017 5:00,299.8913667,468.5527426,53.01,1829.408944,555.4058278,399.4961944,9.923320167,1.757878444,5.23
4/28/2017 6:00,293.372379,498.8591963,53.01,1966.622589,541.3085167,399.8020806,9.497580778,1.732953722,4.63
4/28/2017 16:00,300.1308611,449.6381722,54.58,1963.723026,397.0515611,399.9704444,9.295569389,1.558924278,3.271903146
4/28/2017 17:00,300.0387426,446.9424204,54.58,1819.697991,449.4046222,400.0063944,9.934583778,1.610987667,3.144204195
4/28/2017 18:00,300.0571787,417.1593019,54.58,2259.575278,451.4597,400.0861556,9.935935056,1.613070389,3.08
4/28/2017 19:00,299.7422259,416.5565352,54.58,2016.0854,426.8073167,400.3486278,9.803023278,1.5808525,2.0
4/28/2017 20:00,299.6578389,417.5792963,54.58,2087.482722,481.5788056,400.0574556,9.732101778,1.656014389,1.81
4/28/2017 21:00,299.7899954,415.7561815,54.58,1804.059056,439.9244167,400.6117444,9.771090444,1.597429333,2.58
4/28/2017 22:00,299.9559593,417.34805,54.58,1932.478222,463.7798056,399.5026056,9.461577167,1.636283222,1.84
4/28/2017 23:00,299.8011935,423.6988981,54.58,1787.521843,455.7507944,399.5982722,9.595361556,1.632767556,2.85
4/29/2017 0:00,299.8644463,419.3889167,54.58,1765.405492,530.9366667,399.9259667,9.796480056,1.7225325,1.7
4/29/2017 1:00,299.9734685,413.3931463,55.45,2008.593056,550.5215,398.9056444,9.668660167,1.750683222,1.75
4/29/2017 2:00,300.049588,416.1584778,55.45,2011.863278,553.0071944,399.8092528,10.01189256,1.756000222,1.56
4/29/2017 3:00,299.7108056,417.6074278,55.45,1898.791407,566.1124722,399.6406222,10.08239117,1.770562889,1.83
4/29/2017 4:00,300.0259667,426.758813,55.45,1883.383617,559.6072528,400.3071972,9.675903,1.783189122,1.64
4/29/2017 5:00,300.0683667,430.8084287,55.45,1898.501114,540.1007833,400.0363,9.572272222,1.739258878,1.86
4/29/2017 6:00,299.9900806,417.0800963,55.45,2064.372858,525.4737833,399.67215,10.11086294,1.734873333,2.06
4/29/2017 7:00,299.8734111,415.5055167,53.64,1652.929988,520.97285,400.2303056,9.780231278,1.768867889,1.19
4/29/2017 8:00,300.1951852,417.1714574,53.64,1865.139888,485.2207278,399.8133111,9.617537056,1.718800222,1.36
4/29/2017 9:00,299.913713,416.1598574,53.64,2179.866048,514.2402944,400.9678333,9.845389556,1.760888167,1.76
4/29/2017 10:00,299.9935852,415.8673833,53.64,1992.258802,528.1098389,399.2277389,10.02032672,1.782091556,2.79
4/29/2017 11:00,300.4817565,418.7005741,53.64,2146.245744,516.5677389,399.2663667,9.976433611,1.764413667,2.52
4/29/2017 12:00,299.5632676,418.8620093,53.64,2223.937919,451.3338111,400.5573056,10.02911111,1.678904444,2.74
4/29/2017 13:00,299.924763,414.9407537,53.64,2098.648947,547.4589167,399.7550278,10.22444833,1.745673889,3.01
4/29/2017 14:00,300.0786213,416.081963,53.64,2248.324347,574.6063722,399.7035389,10.09102,1.779630556,3.33
4/29/2017 15:00,300.0451093,414.9897148,53.64,2267.788444,578.7146833,400.0198111,9.871041389,1.787626167,2.28
4/29/2017 16:00,299.6248926,413.8998019,56.47,2129.965039,552.8275444,400.8443278,9.996980667,1.750499167,2.41
4/29/2017 17:00,300.1377704,416.3621463,56.47,2119.952056,559.2583722,399.2299167,10.05310911,1.761715167,1.69
4/29/2017 18:00,300.103062,467.1788852,56.47,1549.419313,534.0400611,401.0561194,9.861564167,1.766981722,1.43
4/30/2017 19:00,299.9295889,416.3955556,54.2,1958.692145,442.9297833,400.2624333,9.915087889,1.611749578,1.99
4/30/2017 20:00,299.9107565,421.1040648,54.2,2245.839056,542.3083833,400.0365722,9.872890056,1.767714278,1.83
4/30/2017 21:00,299.8670694,419.1611778,54.2,1607.321965,561.5898944,400.0570944,9.830963,1.775614056,2.76
5/1/2017 1:00,299.8202093,389.5051771,54.44,2076.616278,507.3396222,399.7826,9.6034265,1.689276111,2.06
5/1/2017 2:00,300.0621343,420.4666204,54.44,1725.455683,540.8566111,399.1847889,9.717391722,1.738506722,1.99
5/1/2017 3:00,299.854813,417.2342111,54.44,2160.858143,581.0300167,399.4690444,10.03583283,1.790817444,2.89
5/1/2017 4:00,300.0254481,418.1267278,54.44,2176.066433,489.8901889,399.0850056,10.01439333,1.673204889,2.04
5/1/2017 5:00,299.9139806,416.6767833,54.44,1490.993874,478.1267333,400.3811722,9.846803222,1.6769455,2.19
5/1/2017 6:00,299.9593787,421.5218102,54.44,2113.030836,519.1874833,400.3381167,9.9550185,1.745502139,1.77
5/1/2017 7:00,300.0436546,419.7806,51.71,2018.806083,523.1632778,399.7134389,9.857621556,1.740684944,1.46
5/1/2017 8:00,299.9876954,419.6617778,51.71,1109.87886,527.1401611,399.7770889,9.434219556,1.751543778,1.29
5/1/2017 9:00,300.0221389,421.5055444,51.71,1546.748865,480.5106389,399.5970056,9.690245944,1.716986722,2.2
5/1/2017 10:00,299.9915861,445.1886546,51.71,1451.282307,415.58505,401.2645,9.8171365,1.6651395,2.38
5/1/2017 11:00,299.9943463,425.3304733,51.71,1967.062729,454.7698611,400.2502,9.481282278,1.737921722,2.13
5/1/2017 12:00,299.794513,366.7190826,51.71,2056.548505,447.4494722,399.6356833,9.373409056,1.725194944,2.34
5/1/2017 13:00,300.1201713,512.2992282,51.71,2231.169977,390.0478333,400.03165,9.666221611,1.6307835,3.34
5/1/2017 14:00,300.0432333,487.018426,51.71,2165.830811,448.2002778,399.7561722,9.882468944,1.727673389,3.42
5/1/2017 15:00,300.0423009,417.3311463,51.71,2226.928528,466.6415167,399.5462278,10.08214667,1.758611722,3.96
5/1/2017 16:00,300.0014333,415.394713,53.25,2376.644608,511.4679944,400.4565833,10.20177778,1.724147556,4.82
5/1/2017 17:00,300.039312,418.5841556,53.25,979.9937626,528.6144111,398.7343333,10.17925778,1.720512944,3.83
5/1/2017 20:00,299.7166537,393.9648824,53.25,1640.159704,432.0294389,400.0806667,9.683440167,1.594296851,2.88
5/1/2017 21:00,299.8279111,416.8866407,53.25,2131.180863,552.4550056,400.4284278,9.910656722,1.753214889,3.19
5/1/2017 22:00,299.8880407,417.6592333,53.25,2192.654944,496.4478222,398.82725,10.19154,1.677796389,2.69
5/1/2017 23:00,299.8384963,417.5058611,53.25,1644.469864,483.0470667,400.2799444,9.852926,1.657921222,2.81
5/2/2017 0:00,300.0098167,417.7825981,53.25,2133.720444,537.9764389,400.0110667,9.439219222,1.733133889,2.88
5/2/2017 1:00,299.738475,417.7159833,51.7,1820.073286,573.6971278,399.9304389,9.861257611,1.778172944,2.93
5/2/2017 2:00,299.9528806,418.6383111,51.7,2101.380167,575.8073333,399.4250722,9.930988278,1.785327556,2.25
5/2/2017 3:00,299.8594222,419.1324519,51.7,2044.897186,504.69895,399.5046833,9.965528722,1.688879167,2.07
5/2/2017 4:00,299.9228509,415.7337657,51.7,1848.026621,570.7224278,400.2611611,9.729945444,1.775550333,2.05
5/2/2017 5:00,300.0518981,416.2075389,51.7,1680.973803,582.4442667,399.5100222,9.486101167,1.793569833,4.63
5/2/2017 6:00,299.9467546,416.7313611,51.7,1994.997114,581.8366556,400.9079556,9.622226167,1.790246444,3.5
5/2/2017 7:00,300.1406537,416.4417833,53.12,1991.264789,560.5976,399.8850778,9.660933667,1.762452056,2.76
5/2/2017 8:00,299.9306185,416.5103593,53.12,1808.493022,459.0882111,398.7834611,10.01204744,1.624362667,2.59
5/2/2017 9:00,299.8856981,415.3084685,53.12,2040.642333,454.9963778,400.1075,10.01959033,1.620956556,2.65
5/2/2017 10:00,299.897038,419.4615222,53.12,2099.354689,554.1775556,399.4667778,9.573019889,1.754483,2.05
5/2/2017 11:00,299.9788907,417.8998009,53.12,2009.04535,569.4313444,400.05535,9.481396278,1.774353611,2.56
5/2/2017 12:00,299.8677032,419.303913,53.12,2216.965389,491.3848389,399.7264611,9.796654056,1.668195944,2.85
5/2/2017 13:00,300.1252435,416.5249324,53.12,1701.939888,525.8753167,399.8666722,9.760508833,1.716379444,1.87
5/2/2017 14:00,300.1268935,422.9060287,53.12,1874.537,552.1982722,399.9478167,9.571931833,1.756674861,2.44
5/2/2017 15:00,300.1347806,421.8768352,53.12,1460.300574,555.4555906,397.7448472,9.310172056,1.775391343,2.98
5/2/2017 16:00,299.7755556,461.556512,52.92,1607.246391,485.8087205,399.8661139,9.303481778,1.711297323,5.03
5/2/2017 18:00,299.5983398,418.5839093,52.92,1724.951666,456.4159722,399.6245778,9.362655667,1.633537111,4.14
5/2/2017 19:00,299.8091185,418.3534167,52.92,1762.928711,546.42155,399.08855,9.393515833,1.745224333,2.34
5/2/2017 20:00,299.8013667,419.017537,52.92,1988.373144,551.3465722,400.3202944,9.446887056,1.751519278,1.59
5/2/2017 21:00,300.0091593,519.4015491,52.92,2265.792481,445.6499889,400.0383333,9.292520556,1.607266889,1.9
5/2/2017 22:00,299.9147315,463.4190815,52.92,2065.644541,553.4632111,400.5299,9.527453111,1.765580056,2.25
5/2/2017 23:00,300.3218343,471.7193519,52.92,1486.535778,510.1538111,400.0664667,9.630420833,1.722622611,1.99
5/3/2017 0:00,299.8384093,502.7430148,52.92,1604.105056,482.4452,399.2422944,9.587442833,1.686417833,2.28
5/3/2017 1:00,299.9297426,453.9499556,60.31,1603.905992,530.2824722,399.1246889,9.289881333,1.753351444,2.3
5/3/2017 2:00,299.9108148,425.1315648,60.31,1722.822442,547.8169889,400.0663722,9.302248389,1.764715833,2.34
5/3/2017 3:00,299.9833435,449.7155407,60.31,1894.446278,557.30115,400.3315222,9.505451111,1.758052944,2.38
5/3/2017 4:00,299.9008306,518.4514759,60.31,1678.746472,554.3019056,401.0696722,9.363631667,1.752953556,2.36
5/3/2017 5:00,300.0207444,559.7136018,60.31,1882.450547,560.0934389,399.2536056,9.316547111,1.761904944,2.49
5/3/2017 6:00,299.9048806,561.3682271,60.31,2411.085222,587.22835,400.6541667,9.618174278,1.797635333,2.64
5/3/2017 7:00,299.9337991,575.8468386,59.78,1724.174471,533.4899833,397.4873306,9.606055222,1.7632715,2.71
5/3/2017 8:00,299.976012,560.7725528,59.78,2544.6935,584.76545,401.5459833,9.527381833,1.791068944,3.85
5/3/2017 9:00,299.9010398,559.0165596,59.78,2264.4072,536.7891778,399.7577222,9.642902889,1.730369278,3.857176844
5/3/2017 10:00,299.8277426,557.9906581,59.78,2069.949228,553.0195778,399.0597333,9.953075222,1.753528722,3.871451229
5/3/2017 12:00,300.152738,507.3332377,59.78,2066.741539,541.0863944,400.3818778,9.652865111,1.736083,3.9
5/3/2017 13:00,300.0621806,463.0255111,59.78,1857.784076,510.8577111,400.1132056,9.441835222,1.694690667,3.914274385
5/3/2017 14:00,299.8041093,494.1242278,59.78,1947.505406,413.9006667,399.2656889,9.639397,1.564785125,3.928548771
5/3/2017 15:00,299.8988917,449.3743963,59.78,2313.865167,450.5283444,400.9777056,9.795134111,1.615155819,3.942823156
5/3/2017 16:00,299.5685153,409.9690981,51.94,2176.138917,543.6343444,400.6938111,9.635065889,1.738736444,3.95
5/3/2017 17:00,299.9895241,424.6409454,51.94,2268.087693,526.5485667,399.1343833,9.704062778,1.718342944,2.8
5/3/2017 18:00,299.8232306,417.050787,51.94,2205.831933,485.4785444,400.3254222,9.579476,1.660479833,2.54
5/3/2017 19:00,299.8036102,417.27185,51.94,2066.850278,515.4340667,400.1641778,9.727365333,1.701386167,1.79
5/3/2017 20:00,299.8925306,438.6765,51.94,2227.376956,519.1428028,399.5458389,9.879674722,1.7116945,1.67
5/3/2017 21:00,299.8178889,420.4828556,51.94,2194.138722,530.1201167,401.2086222,9.765340611,1.743451333,1.49
5/3/2017 22:00,300.1002625,392.5817537,51.94,2115.211056,532.4549389,400.3399167,9.752493722,1.754208778,1.96
5/3/2017 23:00,299.7408806,406.5641185,51.94,2130.784667,511.3239333,399.8669556,9.828976111,1.741909556,1.51
5/4/2017 0:00,299.9072472,407.1041648,51.94,2076.485111,487.8853167,399.7226389,9.899145889,1.742891722,1.84
5/4/2017 1:00,299.9887241,393.2412241,53.14,1917.151,535.5358944,399.8535611,9.779104333,1.741018,3.52
5/4/2017 7:00,299.7257639,417.7736444,60.18,1878.472331,559.9956278,400.4664889,9.662562056,1.7610905,3.47
5/4/2017 8:00,299.8451944,415.4751852,60.18,1858.080542,501.4773167,402.0856139,9.670700944,1.668802333,2.63
5/5/2017 7:00,283.1586787,417.3663278,53.26,4288.727111,456.8587722,400.7921944,10.25433278,1.623136667,4.66
5/5/2017 10:00,283.5240093,416.5276148,53.26,3502.701444,472.45945,400.4395611,10.22930611,1.643098167,3.62
5/5/2017 11:00,283.1616657,416.6787463,53.26,2147.998115,457.76715,398.6646,10.01713633,1.624330944,4.04
5/5/2017 13:00,283.1754222,419.1836259,53.26,1780.405927,421.27207,399.7750938,8.913735333,1.582107192,4.485
5/5/2017 14:00,283.4153343,417.2299167,53.26,3126.365176,473.5148444,399.8899667,9.288056889,1.642339278,4.43
5/5/2017 15:00,283.1651046,416.9992426,53.26,1615.661141,446.9818167,399.4019944,9.613363222,1.609616167,2.07
5/5/2017 16:00,283.2934806,416.1037926,56.41,2824.158931,457.5452611,400.7720944,9.2857335,1.623174556,2.27
5/5/2017 17:00,283.1253074,417.4291889,56.41,3078.233809,501.2902056,400.9091444,9.514529889,1.680897056,4.06
5/5/2017 18:00,283.2585444,416.8166259,56.41,3344.395893,498.8871444,399.9757222,9.9240775,1.679684333,2.85
5/5/2017 19:00,283.4425389,416.6766537,56.41,4054.032889,466.2092722,399.7970611,9.692081778,1.634042722,3.33
5/5/2017 20:00,282.9572972,417.1083481,56.41,3946.606689,473.5497444,399.9092556,9.590101444,1.645156778,2.33
5/5/2017 21:00,283.004187,417.0586593,56.41,3950.602256,472.13615,399.6501667,9.757680667,1.643079722,3.04
5/5/2017 22:00,283.1520556,416.9283259,56.41,3528.626636,424.0890605,400.302252,9.734519722,1.578244333,4.55
5/5/2017 23:00,283.3439657,417.9779667,56.41,3402.495132,489.2010895,400.3394035,9.568480333,1.670347833,3.59
5/6/2017 0:00,283.0493185,416.5081056,56.41,3637.376179,495.1720333,399.9091333,9.450788667,1.674805611,4.19
5/6/2017 1:00,283.4611917,415.418537,56.58,3562.134369,459.96495,399.3252,9.657234611,1.625107167,4.248407356
5/6/2017 2:00,282.9693676,418.3915204,56.58,3495.479306,479.4736722,399.3264056,9.7337175,1.653388833,4.364576683
5/6/2017 3:00,283.1816398,419.4334444,56.58,3750.008516,544.4267278,400.6331611,9.718751611,1.738942111,4.48074601
5/6/2017 4:00,283.4478204,415.0170704,56.58,3505.17323,478.9534,400.1318056,9.786278444,1.650329222,4.596915337
5/6/2017 5:00,283.3481954,417.1390537,56.58,3392.065556,491.1379778,399.2651556,9.820099111,1.668709889,4.713084663
5/6/2017 6:00,283.2597685,416.2886833,56.58,3635.640114,530.0320444,400.3861778,9.784862167,1.722125944,4.82925399
5/6/2017 7:00,283.4036194,423.0779958,55.91,2337.300689,500.5061778,399.4211667,9.919457111,1.704656389,4.945423317
5/6/2017 8:00,283.2178241,420.9622996,55.91,1329.514478,437.2962722,398.3488167,9.488134056,1.6022085,5.061592644
5/6/2017 9:00,283.2830917,419.3571944,55.91,1261.544769,480.6446833,399.6449111,9.185011389,1.6557665,5.12
5/6/2017 12:00,283.24235,434.6416278,55.91,3075.829667,397.1325667,399.8509583,9.794407167,1.586145035,5.2
5/6/2017 13:00,283.0142861,415.7957796,55.91,2561.27155,465.7790944,398.8225778,10.10387389,1.63285,3.15
5/6/2017 14:00,283.1640481,419.9415537,55.91,3203.926167,449.4019056,400.3063361,9.919117056,1.618563944,3.41
5/6/2017 15:00,283.4123194,416.7109741,55.91,3183.084056,501.8882278,400.1935556,9.876029,1.683623889,3.37
5/6/2017 16:00,283.4887981,416.7032741,56.08,3227.766999,521.6453167,399.8672556,10.11147333,1.708026111,3.64
5/6/2017 17:00,283.6186704,417.0653907,56.08,3334.933729,530.6631778,399.72545,9.999250944,1.720920278,3.04
5/6/2017 18:00,283.3159528,416.7560426,56.08,3547.675056,544.8479278,399.7677,9.966890222,1.740372056,3.16
5/6/2017 19:00,283.2735574,416.4883926,56.08,3282.697833,554.6098389,400.8227556,10.18751111,1.753415167,1.96
5/6/2017 20:00,283.2971278,416.9599389,56.08,2891.711385,521.6091722,398.9284333,10.08226472,1.711634833,4.48
5/6/2017 22:00,283.6892593,416.9346667,56.08,2488.578864,392.6077278,399.8153278,9.906553722,1.555896944,3.63
5/7/2017 0:00,283.3485083,417.0201778,56.08,3951.378833,452.9530333,398.9080111,10.07542944,1.618393722,2.73
5/7/2017 1:00,283.109975,414.8616537,52.78,4157.670444,504.6462889,401.5912722,10.34161056,1.685699611,3.54
5/7/2017 2:00,283.6748481,416.5883241,52.78,4096.932222,527.7271944,399.5963222,10.26090333,1.718550278,1.9
5/7/2017 3:00,283.1454389,417.4096667,52.78,3146.352856,542.0374389,400.4090833,10.18805111,1.741249167,1.55
5/7/2017 4:00,283.1142472,416.4875315,52.78,3997.331944,513.97565,399.6580278,10.15114111,1.715438056,2.67
5/7/2017 5:00,283.5594722,416.4891426,52.78,3575.542722,521.9553889,400.3503333,10.06004594,1.738259611,1.72
5/7/2017 6:00,283.3041343,417.2724537,52.78,3903.495722,517.0344944,399.2264111,9.872576944,1.732717333,1.65
5/7/2017 7:00,283.1406759,417.2244833,51.3,3895.809222,478.4428139,399.5692389,10.04788244,1.691915278,1.49
5/7/2017 8:00,283.3274676,416.331113,51.3,4051.778278,454.34495,400.1676722,10.12204222,1.679802556,2.97
5/7/2017 9:00,283.1231167,416.9423389,51.3,3653.927839,449.4054722,399.8941778,10.06845972,1.711179,2.07
5/7/2017 10:00,283.3305176,416.3334667,51.3,4095.138444,475.6235667,399.3117944,10.08697833,1.729418944,2.88
